categoria,chave,ingles,russo,portugues
Dialogues,c2_q3_child_cyl7,"… and his mother will come to free him! She is the only one who can do that: I don’t know how, but that’s what they said.","...и его мама придет его спасать! Она единственная, кто может это сделать: не знаю как, но мне так сказали.","… e a mãe dele vai vir libertá-lo! Ela é a única que pode fazer isso: não sei como, mas é o que disseram."
Dialogues,c2_q3_child_wgm7,Raedan knows. And he has already taught me about that.,Рэйдан знает. И он уже научил меня этому.,Raedan sabe. E já me explicou sobre isso.
Dialogues,c2_q3_child_cyl8,I suppose that’s a secret.,"Полагаю, это ваш секрет.",Suponho que seja segredo.
Dialogues,c2_q3_child_wgm8,"Yes, it is. Maybe one day Raedan will teach you, too. But now I have to go.","Да, это так. Возможно, однажды Рэйдан научит и тебя. Но теперь мне пора идти.",É. Talvez um dia Raedan ensine você também. Mas agora preciso ir.
Dialogues,c2_q3_child_cyl9,"I am happy that I was able to help, Sir! Tell this to Master Raedan: perhaps he will teach me the secret. Salve!","Я рад, что смог помочь, сэр!  Скажи это мастеру Рэдану: возможно, он научит меня секрету.  Сальве!","Fico feliz em ter podido ajudar, senhor! Diga isso ao Mestre Raedan: talvez ele me ensine o segredo. Salve!"
Dialogues,c2_q3_child_wgm9,"Your help is inestimable, Cyld. Salve!","Твоя помощь неоценима, Силд.  Сальве!","Sua ajuda é inestimável, Cyld. Salve!"
Dialogues,c2_q3_cageplaced_wgm1,Here is the nest.,Вот гнездо.,Aqui está o ninho.
Dialogues,c2_q3_hedgecaught_wgm1,Finally! I've got the grass. I suppose that Raedan knows what to do with it.,Наконец-то!  ,Finalmente! Peguei a erva. Suponho que Raedan sabe o que fazer com ela.
Dialogues,c2_q4_wounded_woundedman1,Wood-goblins... They have attacked us... took prisoners...slaves... The dark is coming!,Гоблины... Они напали на нас... взяли в плен...рабов... Приближается тьма!,Goblins da floresta... Nos atacaram... levaram prisioneiros... escravos... A escuridão está chegando!
Dialogues,c2_q4_wounded_wgm1,Poor man… Something terrible has happened. I must hurry to find Raedan.,Бедняга… Произошло что-то ужасное.  Я должен поспешить и как можно скорее найти Рэйдана.,Pobre homem… Algo terrível aconteceu. Preciso correr até Raedan.
Dialogues,c2_q4_village_wgm1,"Raedan, what is going on here?","Рэйдан, что здесь происходит?","Raedan, o que está acontecendo aqui?"
Dialogues,c2_q4_village_raed1,"Oh, Wigmund, something terrible has happened. Faett and his wood-goblins have attacked the village. He is mad after you killed his son.","О, Вигмунд, случилось нечто ужасное.  Фаэтт и его лесные гоблины напали на деревню.  Он разозлился после того, как вы убили его сына.","Ah, Wigmund, algo terrível aconteceu. Faett e seus goblins da floresta atacaram a aldeia. Ele está furioso porque você matou seu filho."
Dialogues,c2_q4_village_wgm2,"And I will kill him, too!",И его самого я тоже убью!,E eu o matarei também!
Dialogues,c2_q4_village_raed2,You have to save the prisoners.,Тебе предстоит еще и спасти заключенных.,Você precisa salvar os prisioneiros.
Dialogues,c2_q4_village_wgm3,Sure! But why are you so pale? It seems that your words stopped on your lips.,"Конечно!  Но почему ты такой бледный?  Кажется, твои слова замерли на губах.",Claro! Mas por que você está tão pálido? Parece que as palavras ficaram presas nos seus lábios.
Dialogues,c2_q4_village_raed3,The goblins have taken Grimme. I suppose that they mistook him for you.,"Гоблины захватили Гримма.  Полагаю, они приняли его за тебя.",Os goblins levaram Grimme. Acho que o confundiram com você.
Dialogues,c2_q4_village_wgm4,What?,Что?,O quê?
Dialogues,c2_q4_village_raed4,"Yes, Wigmund. The arch-enemy is trying to find you. I don’t know if he really understands who you are, but he wants you. Alive.","Да, Вигмунд.  Заклятый враг пытается тебя найти.  Я не знаю, действительно ли он понимает, кто ты, но он хочет поймать тебя, живым.","Sim, Wigmund. O arquiinimigo está tentando te encontrar. Não sei se ele entende realmente quem você é, mas te quer. Vivo."
Dialogues,c2_q4_village_wgm5,"It doesn’t matter. I will go right now, and I will kill all those damn goblins!",Без разницы. Я прямо сейчас пойду и порублю всех этих проклятых гоблинов!,"Não importa. Vou agora mesmo, e matarei todos esses malditos goblins!"
Dialogues,c2_q4_village_raed5,Wait a moment. Let's use the grass of the beasts properly. It will be very helpful to open those doors or locks magically sealed by the enemy.,"Подожди минутку.  Давай правильно используем траву зверей.  Будет очень полезно открыть эти двери или замки, магически запечатанные врагом.",Espere um momento. Vamos usar a erva das feras corretamente. Será muito útil para abrir aquelas portas ou fechaduras seladas magicamente pelo inimigo.
